feature,bin,cnt_0,cnt_1,pct_0,pct_1,woe,adj_woe
V3,"(-33.681, -1.054]",16186.0,299.0,0.09839752942320786,0.8375350140056023,2.1414473743379,2.1430873280864664
V3,"(-1.054, -0.275]",16461.0,24.0,0.10006930259702364,0.06722689075630252,-0.3977896443762789,-0.3772007315375821
V3,"(-0.275, 0.113]",16476.0,9.0,0.10016049022468632,0.025210084033613446,-1.3795297272168912,-1.3254928526577932
V3,"(0.113, 0.37]",16484.0,2.0,0.10020912362610641,0.0056022408963585435,-2.884092560895902,-2.6609793415652545
V3,"(0.37, 0.619]",16481.0,4.0,0.10019088610057388,0.011204481792717087,-2.1907633691114285,-2.0730106709597877
V3,"(0.619, 0.886]",16479.0,6.0,0.10017872775021885,0.01680672268907563,-1.7851769017798145,-1.705164535292924
V3,"(0.886, 1.161]",16481.0,5.0,0.10019088610057388,0.014005602240896359,-1.9676198177972188,-1.8723399754976366
V3,"(1.161, 1.45]",16481.0,4.0,0.10019088610057388,0.011204481792717087,-2.1907633691114285,-2.0730106709597877
V3,"(1.45, 1.874]",16485.0,0.0,0.10021520280128392,0.0,-inf,-4.2704779152065315
V3,"(1.874, 9.383]",16482.0,4.0,0.10019696527575139,0.011204481792717087,-2.1908240432005774,-2.07307134320832
V4,"(-5.52, -1.554]",16485.0,0.0,0.10021520280128392,0.0,-inf,-4.2704779152065315
V4,"(-1.554, -0.954]",16483.0,2.0,0.1002030444509289,0.0056022408963585435,-2.88403189416855,-2.660918676678073
V4,"(-0.954, -0.563]",16483.0,2.0,0.1002030444509289,0.0056022408963585435,-2.88403189416855,-2.660918676678073
V4,"(-0.563, -0.17]",16483.0,3.0,0.1002030444509289,0.008403361344537815,-2.4785667860603855,-2.32444644005686
V4,"(-0.17, 0.127]",16482.0,3.0,0.10019696527575139,0.008403361344537815,-2.4785061156523587,-2.324385771489226
V4,"(0.127, 0.453]",16479.0,6.0,0.10017872775021885,0.01680672268907563,-1.7851769017798145,-1.705164535292924
V4,"(0.453, 0.742]",16484.0,2.0,0.10020912362610641,0.0056022408963585435,-2.884092560895902,-2.6609793415652545
V4,"(0.742, 1.126]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V4,"(1.126, 1.576]",16468.0,17.0,0.10011185682326622,0.047619047619047616,-0.7430552878307185,-0.7140981124105676
V4,"(1.576, 16.875]",16176.0,310.0,0.09833673767143274,0.8683473389355743,2.1781941072218,2.1797748016037364
V5,"(-42.148, -1.416]",16257.0,228.0,0.0988291508608112,0.6386554621848739,1.8659725157230773,1.8681323415938131
V5,"(-1.416, -0.997]",16458.0,27.0,0.1000510650714911,0.07563025210084033,-0.2798243431584685,-0.26150558439093186
V5,"(-0.997, -0.692]",16482.0,3.0,0.10019696527575139,0.008403361344537815,-2.4785061156523587,-2.324385771489226
V5,"(-0.692, -0.446]",16471.0,15.0,0.10013009434879876,0.04201680672268908,-0.868400585677605,-0.835641118777816
V5,"(-0.446, -0.233]",16478.0,7.0,0.10017264857504134,0.0196078431372549,-1.6309655368173614,-1.562003008358343
V5,"(-0.233, -0.0161]",16479.0,6.0,0.10017872775021885,0.01680672268907563,-1.7851769017798145,-1.705164535292924
V5,"(-0.0161, 0.223]",16478.0,8.0,0.10017264857504134,0.022408963585434174,-1.4974341441928387,-1.436839865404337
V5,"(0.223, 0.547]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V5,"(0.547, 1.173]",16459.0,26.0,0.10005714424666862,0.07282913165266107,-0.31762543001972526,-0.29860761310392625
V5,"(1.173, 34.802]",16461.0,25.0,0.10006930259702364,0.0700280112044818,-0.3569676498560236,-0.3371953969238831
V6,"(-26.161, -1.076]",16267.0,218.0,0.09888994261258632,0.6106442577030813,1.8205070190254964,1.8227672341693666
V6,"(-1.076, -0.795]",16466.0,19.0,0.1000996984729112,0.05322128851540616,-0.6317081976890703,-0.6057630764266302
V6,"(-0.795, -0.588]",16466.0,19.0,0.1000996984729112,0.05322128851540616,-0.6317081976890703,-0.6057630764266302
V6,"(-0.588, -0.397]",16477.0,9.0,0.10016656939986382,0.025210084033613446,-1.3795904197183513,-1.3255535433175192
V6,"(-0.397, -0.204]",16470.0,15.0,0.10012401517362124,0.04201680672268908,-0.8683398710666151,-0.8355804060099024
V6,"(-0.204, 0.0125]",16467.0,18.0,0.1001057776480887,0.05042016806722689,-0.6858361483189734,-0.658467537427708
V6,"(0.0125, 0.275]",16474.0,12.0,0.1001483318743313,0.03361344537815126,-1.0917262587103331,-1.0509346145853942
V6,"(0.275, 0.662]",16475.0,10.0,0.1001544110495088,0.028011204481792718,-1.2741085153738014,-1.2253486997575047
V6,"(0.662, 1.487]",16468.0,17.0,0.10011185682326622,0.047619047619047616,-0.7430552878307185,-0.7140981124105676
V6,"(1.487, 22.529]",16466.0,20.0,0.1000996984729112,0.056022408963585436,-0.5804149033015196,-0.5557526558519688
V7,"(-43.557, -1.076]",16202.0,283.0,0.09849419746256771,0.7949438202247191,2.0882738083399697,2.0900081739531045
V7,"(-1.076, -0.707]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V7,"(-0.707, -0.475]",16480.0,5.0,0.10018419788810738,0.014044943820224719,-1.9647480099421937,-1.8694681694834516
V7,"(-0.475, -0.224]",16484.0,2.0,0.10020851444099284,0.0056179775280898875,-2.881281430811594,-2.6581682114809464
V7,"(-0.224, -0.0354]",16481.0,4.0,0.10019027702632875,0.011235955056179775,-2.187952239027121,-2.0701995408754796
V7,"(-0.0354, 0.126]",16477.0,8.0,0.10016596047344328,0.02247191011235955,-1.4945623252904268,-1.4339680483434354
V7,"(0.126, 0.334]",16473.0,13.0,0.10014164392055783,0.03651685393258427,-1.008811717398277,-0.9711017416531508
V7,"(0.334, 0.578]",16478.0,7.0,0.10017203961166465,0.019662921348314606,-1.6281544067330533,-1.559191878274035
V7,"(0.578, 0.891]",16480.0,5.0,0.10018419788810738,0.014044943820224719,-1.9647480099421937,-1.8694681694834516
V7,"(0.891, 36.677]",16466.0,20.0,0.10009908995300826,0.056179775280898875,-0.5776037732172116,-0.5529415257676608
V8,"(-73.217, -0.399]",16415.0,70.0,0.09978966053885809,0.19607843137254902,0.6754501631165266,0.6825371714041132
V8,"(-0.399, -0.215]",16470.0,15.0,0.10012401517362124,0.04201680672268908,-0.8683398710666151,-0.8355804060099024
V8,"(-0.215, -0.112]",16478.0,7.0,0.10017264857504134,0.0196078431372549,-1.6309655368173614,-1.562003008358343
V8,"(-0.112, -0.0274]",16479.0,7.0,0.10017872775021885,0.0196078431372549,-1.6310262219525562,-1.5620636916522506
V8,"(-0.0274, 0.0576]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V8,"(0.0576, 0.151]",16473.0,13.0,0.10014225269915378,0.036414565826330535,-1.0116228474825848,-0.9739128717374589
V8,"(0.151, 0.27]",16474.0,11.0,0.1001483318743313,0.03081232492997199,-1.1787376356999628,-1.1343162235244453
V8,"(0.27, 0.458]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V8,"(0.458, 0.784]",16451.0,34.0,0.10000851084524852,0.09523809523809523,-0.0488752690003984,-0.03430686240654068
V8,"(0.784, 20.007]",16310.0,176.0,0.09915134714521934,0.49299719887955185,1.603856050425953,1.6066622761917997
V9,"(-13.434, -1.299]",16249.0,236.0,0.0987799169589719,0.6629213483146067,1.9037620387100025,1.9058476709654244
V9,"(-1.299, -0.821]",16457.0,28.0,0.10004437770901597,0.07865168539325842,-0.24058480633301021,-0.22291561098025814
V9,"(-0.821, -0.539]",16467.0,18.0,0.10010516909122963,0.05056179775280899,-0.6830250182346655,-0.6556564073434001
V9,"(-0.539, -0.302]",16473.0,14.0,0.10014164392055783,0.03932584269662921,-0.9347037452445551,-0.8996427776710059
V9,"(-0.302, -0.0884]",16471.0,13.0,0.10012948564411508,0.03651685393258427,-1.0086902992339704,-0.970980327174325
V9,"(-0.0884, 0.136]",16474.0,11.0,0.10014772305877918,0.03089887640449438,-1.1759265056156547,-1.1315050934401372
V9,"(0.136, 0.447]",16477.0,9.0,0.10016596047344328,0.025280898876404494,-1.3767792896340432,-1.3227424132332113
V9,"(0.447, 0.853]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V9,"(0.853, 1.459]",16471.0,14.0,0.10012948564411508,0.03932584269662921,-0.9345823270802485,-0.8995213631921801
V9,"(1.459, 15.595]",16482.0,4.0,0.10019635616455011,0.011235955056179775,-2.1880129131162693,-2.070260213124012
V10,"(-24.588, -1.015]",16177.0,308.0,0.09834221900703356,0.8651685393258427,2.174470904731049,2.17606205750119
V10,"(-1.015, -0.631]",16479.0,6.0,0.10017811874988601,0.016853932584269662,-1.7823657716955064,-1.7023534052086162
V10,"(-0.631, -0.413]",16479.0,6.0,0.10017811874988601,0.016853932584269662,-1.7823657716955064,-1.7023534052086162
V10,"(-0.413, -0.252]",16482.0,4.0,0.10019635616455011,0.011235955056179775,-2.1880129131162693,-2.070260213124012
V10,"(-0.252, -0.111]",16479.0,6.0,0.10017811874988601,0.016853932584269662,-1.7823657716955064,-1.7023534052086162
V10,"(-0.111, 0.0197]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V10,"(0.0197, 0.22]",16484.0,2.0,0.10020851444099284,0.0056179775280898875,-2.881281430811594,-2.6581682114809464
V10,"(0.22, 0.592]",16474.0,11.0,0.10014772305877918,0.03089887640449438,-1.1759265056156547,-1.1315050934401372
V10,"(0.592, 0.976]",16483.0,2.0,0.10020243530277148,0.0056179775280898875,-2.881220764084242,-2.6581075465937647
V10,"(0.976, 23.745]",16478.0,8.0,0.10017203961166465,0.02247191011235955,-1.4946230141085306,-1.434028735320029
V11,"(-4.05, -1.116]",16482.0,2.0,0.10019757439435849,0.0056022408963585435,-2.8839773029541784,-2.6608640873040947
V11,"(-1.116, -0.721]",16483.0,5.0,0.1002036536064926,0.014005602240896359,-1.9677472414880506,-1.8724673955074582
V11,"(-0.721, -0.429]",16478.0,4.0,0.10017325754582206,0.011204481792717087,-2.1905874039464397,-2.0728347113179892
V11,"(-0.429, -0.163]",16483.0,3.0,0.1002036536064926,0.008403361344537815,-2.4785728652540415,-2.3244525192505154
V11,"(-0.163, 0.116]",16482.0,3.0,0.10019757439435849,0.008403361344537815,-2.4785121948460143,-2.324391850682882
V11,"(0.116, 0.457]",16477.0,8.0,0.10016717833368795,0.022408963585434174,-1.4973795345683905,-1.4367852576213993
V11,"(0.457, 0.823]",16475.0,11.0,0.10015501990941975,0.03081232492997199,-1.1788044147631325,-1.1343830007454339
V11,"(0.823, 1.16]",16474.0,11.0,0.10014894069728564,0.03081232492997199,-1.1787437148936186,-1.134322302718101
V11,"(1.16, 1.516]",16475.0,10.0,0.10015501990941975,0.028011204481792718,-1.2741145945674575,-1.2253547789511605
V11,"(1.516, 12.019]",16186.0,300.0,0.0983981276026627,0.8403361344537815,2.1447801964097586,2.146414585312569
V12,"(-18.684, -1.662]",16177.0,308.0,0.09834221900703356,0.8651685393258427,2.174470904731049,2.17606205750119
V12,"(-1.662, -0.718]",16472.0,13.0,0.10013556478233646,0.03651685393258427,-1.00875101015892,-0.9710410362564225
V12,"(-0.718, -0.339]",16473.0,12.0,0.10014164392055783,0.033707865168539325,-1.0888544250718133,-1.0480627827892792
V12,"(-0.339, -0.0897]",16480.0,7.0,0.10018419788810738,0.019662921348314606,-1.6282757733209807,-1.559313241179612
V12,"(-0.0897, 0.113]",16479.0,5.0,0.10017811874988601,0.014044943820224719,-1.964687328489461,-1.8694074898717823
V12,"(0.113, 0.311]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V12,"(0.311, 0.512]",16485.0,1.0,0.10021459357921421,0.0028089887640449437,-3.5744892744186627,-3.169054496454114
V12,"(0.512, 0.735]",16483.0,2.0,0.10020243530277148,0.0056179775280898875,-2.881220764084242,-2.6581075465937647
V12,"(0.735, 1.031]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V12,"(1.031, 7.848]",16484.0,2.0,0.10020851444099284,0.0056179775280898875,-2.881281430811594,-2.6581682114809464
V13,"(-5.792, -1.273]",16434.0,51.0,0.09990516486723082,0.14285714285714285,0.35762374523605317,0.3673494959150206
V13,"(-1.273, -0.808]",16443.0,42.0,0.09995987744382842,0.11764705882352941,0.1629202355720029,0.17472428560493686
V13,"(-0.808, -0.473]",16460.0,25.0,0.10006322342184612,0.0700280112044818,-0.35690689835999934,-0.3371346472731749
V13,"(-0.473, -0.197]",16457.0,29.0,0.10004498589631358,0.08123249299719888,-0.208304616606048,-0.19124056499339695
V13,"(-0.197, 0.0292]",16462.0,23.0,0.10007538177220114,0.06442577030812324,-0.44041000660057894,-0.41893417389856247
V13,"(0.0292, 0.284]",16450.0,35.0,0.100002431670071,0.09803921568627451,-0.019826943701243525,-0.00567270338414259
V13,"(0.284, 0.575]",16450.0,36.0,0.100002431670071,0.10084033613445378,0.008343933265452784,0.022106860722933202
V13,"(0.575, 0.913]",16446.0,39.0,0.09997811496936096,0.1092436974789916,0.08862983160166628,0.10133845531175319
V13,"(0.913, 1.383]",16450.0,35.0,0.100002431670071,0.09803921568627451,-0.019826943701243525,-0.00567270338414259
V13,"(1.383, 4.569]",16444.0,42.0,0.09996595661900594,0.11764705882352941,0.16285942126845995,0.17466347315052733
V14,"(-19.214, -0.843]",16159.0,326.0,0.09823279451904898,0.9157303370786517,2.2323818134816285,2.2338834388012976
V14,"(-0.843, -0.452]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V14,"(-0.452, -0.243]",16481.0,4.0,0.10019027702632875,0.011235955056179775,-2.187952239027121,-2.0701995408754796
V14,"(-0.243, -0.0693]",16485.0,1.0,0.10021459357921421,0.0028089887640449437,-3.5744892744186627,-3.169054496454114
V14,"(-0.0693, 0.0905]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V14,"(0.0905, 0.249]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V14,"(0.249, 0.423]",16486.0,0.0,0.10022067271743558,0.0,-inf,-4.267727442649841
V14,"(0.423, 0.646]",16483.0,2.0,0.10020243530277148,0.0056179775280898875,-2.881220764084242,-2.6581075465937647
V14,"(0.646, 1.111]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V14,"(1.111, 10.527]",16481.0,5.0,0.10019027702632875,0.014044943820224719,-1.964808687712911,-1.8695288454133288
V15,"(-4.499, -1.159]",16431.0,54.0,0.09988632011526045,0.15168539325842698,0.4177758541996122,0.42696207948330905
V15,"(-1.159, -0.641]",16456.0,29.0,0.1000382985707946,0.08146067415730338,-0.20543272025915027,-0.1883686704927125
V15,"(-0.641, -0.284]",16438.0,47.0,0.09992887408281002,0.13202247191011235,0.2785134760887818,0.28906516855620756
V15,"(-0.284, 0.00665]",16427.0,59.0,0.099862003562375,0.16573033707865167,0.5065727234516882,0.5149811548667298
V15,"(0.00665, 0.245]",16463.0,22.0,0.10008085253834416,0.06179775280898876,-0.4821113832025371,-0.45966889802455796
V15,"(0.245, 0.464]",16458.0,27.0,0.10005045684723733,0.07584269662921349,-0.2770132130741603,-0.25869445430662397
V15,"(0.464, 0.706]",16456.0,30.0,0.1000382985707946,0.08426966292134831,-0.17153116858346906,-0.15503225022512068
V15,"(0.706, 0.957]",16452.0,33.0,0.10001398201790915,0.09269662921348315,-0.07597788679666578,-0.06097040041208477
V15,"(0.957, 1.241]",16460.0,25.0,0.10006261512368007,0.0702247191011236,-0.3540957682756914,-0.3343235171888668
V15,"(1.241, 5.785]",16456.0,30.0,0.1000382985707946,0.08426966292134831,-0.17153116858346906,-0.15503225022512068
V16,"(-14.13, -1.062]",16194.0,291.0,0.09844556435679679,0.8174157303370787,2.1166440660126016,2.1183299294753484
V16,"(-1.062, -0.619]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V16,"(-0.619, -0.344]",16481.0,4.0,0.10019027702632875,0.011235955056179775,-2.187952239027121,-2.0701995408754796
V16,"(-0.344, -0.124]",16484.0,2.0,0.10020851444099284,0.0056179775280898875,-2.881281430811594,-2.6581682114809464
V16,"(-0.124, 0.0655]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V16,"(0.0655, 0.245]",16480.0,5.0,0.10018419788810738,0.014044943820224719,-1.9647480099421937,-1.8694681694834516
V16,"(0.245, 0.432]",16480.0,6.0,0.10018419788810738,0.016853932584269662,-1.782426453148239,-1.7024140848202853
V16,"(0.432, 0.644]",16481.0,4.0,0.10019027702632875,0.011235955056179775,-2.187952239027121,-2.0701995408754796
V16,"(0.644, 0.963]",16474.0,11.0,0.10014772305877918,0.03089887640449438,-1.1759265056156547,-1.1315050934401372
V16,"(0.963, 6.099]",16465.0,21.0,0.1000930108147869,0.05898876404494382,-0.528752875999873,-0.505252745574695
V17,"(-25.163, -0.748]",16201.0,284.0,0.09848811832434634,0.797752808988764,2.0918628715379564,2.0935910251269156
V17,"(-0.748, -0.51]",16484.0,1.0,0.10020851444099284,0.0028089887640449437,-3.5744286113715393,-3.1689938352469373
V17,"(-0.51, -0.338]",16483.0,2.0,0.10020243530277148,0.0056179775280898875,-2.881220764084242,-2.6581075465937647
V17,"(-0.338, -0.173]",16484.0,2.0,0.10020851444099284,0.0056179775280898875,-2.881281430811594,-2.6581682114809464
V17,"(-0.173, -0.0191]",16480.0,5.0,0.10018419788810738,0.014044943820224719,-1.9647480099421937,-1.8694681694834516
V17,"(-0.0191, 0.142]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V17,"(0.142, 0.327]",16482.0,4.0,0.10019635616455011,0.011235955056179775,-2.1880129131162693,-2.070260213124012
V17,"(0.327, 0.555]",16482.0,3.0,0.10019635616455011,0.008426966292134831,-2.4756949855680506,-2.321574641404918
V17,"(0.555, 0.935]",16470.0,15.0,0.10012340650589373,0.042134831460674156,-0.8655287409823073,-0.8327692759255942
V17,"(0.935, 9.254]",16449.0,37.0,0.09999574460324505,0.10393258426966293,0.03861482965923505,0.05200745346873545
V18,"(-9.499, -1.01]",16243.0,242.0,0.0987434421296437,0.6797752808988764,1.9292372815244594,1.931270483728163
V18,"(-1.01, -0.646]",16466.0,19.0,0.10009908995300826,0.05337078651685393,-0.6288970676047623,-0.6029519463423221
V18,"(-0.646, -0.416]",16479.0,7.0,0.10017811874988601,0.019662921348314606,-1.628215091868248,-1.559252561567943
V18,"(-0.416, -0.222]",16475.0,10.0,0.10015380219700055,0.028089887640449437,-1.2712973852894935,-1.2225375696731966
V18,"(-0.222, -0.0506]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V18,"(-0.0506, 0.13]",16477.0,8.0,0.10016596047344328,0.02247191011235955,-1.4945623252904268,-1.4339680483434354
V18,"(0.13, 0.325]",16476.0,10.0,0.10015988133522193,0.028089887640449437,-1.2713580814747572,-1.2225982640165025
V18,"(0.325, 0.569]",16474.0,11.0,0.10014772305877918,0.03089887640449438,-1.1759265056156547,-1.1315050934401372
V18,"(0.569, 0.95]",16476.0,9.0,0.10015988133522193,0.025280898876404494,-1.3767185971325833,-1.322681722573485
V18,"(0.95, 5.041]",16455.0,31.0,0.10003221943257323,0.08707865168539326,-0.13868057580512524,-0.12271061989798414
V19,"(-7.214, -1.007]",16439.0,46.0,0.09993556074311838,0.12885154061624648,0.25413530798244505,0.2649158090738082
V19,"(-1.007, -0.623]",16468.0,17.0,0.10011185682326622,0.047619047619047616,-0.7430552878307185,-0.7140981124105676
V19,"(-0.623, -0.388]",16469.0,16.0,0.10011793599844374,0.04481792717086835,-0.8037406316315665,-0.7729993325743905
V19,"(-0.388, -0.193]",16477.0,9.0,0.10016656939986382,0.025210084033613446,-1.3795904197183513,-1.3255535433175192
V19,"(-0.193, -0.0245]",16477.0,8.0,0.10016656939986382,0.022408963585434174,-1.4973734553747349,-1.4367791784277435
V19,"(-0.0245, 0.158]",16466.0,19.0,0.1000996984729112,0.05322128851540616,-0.6317081976890703,-0.6057630764266302
V19,"(0.158, 0.353]",16472.0,14.0,0.10013617352397626,0.0392156862745098,-0.937454168089506,-0.9023932023585856
V19,"(0.353, 0.599]",16461.0,24.0,0.10006930259702364,0.06722689075630252,-0.3977896443762789,-0.3772007315375821
V19,"(0.599, 0.964]",16443.0,42.0,0.09995987744382842,0.11764705882352941,0.1629202355720029,0.17472428560493686
V19,"(0.964, 5.228]",16324.0,162.0,0.0992364555977045,0.453781512605042,1.5201103897095485,1.5231614269684268
V20,"(-22.839, -0.356]",16419.0,66.0,0.09981397723956814,0.18487394957983194,0.6163660132172584,0.6238827667917958
V20,"(-0.356, -0.224]",16474.0,11.0,0.1001483318743313,0.03081232492997199,-1.1787376356999628,-1.1343162235244453
V20,"(-0.224, -0.152]",16469.0,16.0,0.10011793599844374,0.04481792717086835,-0.8037406316315665,-0.7729993325743905
V20,"(-0.152, -0.0952]",16473.0,13.0,0.10014225269915378,0.036414565826330535,-1.0116228474825848,-0.9739128717374589
V20,"(-0.0952, -0.0375]",16470.0,15.0,0.10012401517362124,0.04201680672268908,-0.8683398710666151,-0.8355804060099024
V20,"(-0.0375, 0.0282]",16469.0,16.0,0.10011793599844374,0.04481792717086835,-0.8037406316315665,-0.7729993325743905
V20,"(0.0282, 0.106]",16474.0,12.0,0.1001483318743313,0.03361344537815126,-1.0917262587103331,-1.0509346145853942
V20,"(0.106, 0.215]",16475.0,10.0,0.1001544110495088,0.028011204481792718,-1.2741085153738014,-1.2253486997575047
V20,"(0.215, 0.464]",16438.0,47.0,0.09992948156794086,0.13165266106442577,0.27570234600447396,0.2862540384718997
V20,"(0.464, 39.421]",16335.0,151.0,0.09930332652465713,0.42296918767507,1.4491202637826144,1.4523954432640456
V21,"(-34.83, -0.379]",16427.0,58.0,0.09986261064098823,0.16246498599439776,0.48666716000808025,0.49522046646864853
V21,"(-0.379, -0.266]",16474.0,11.0,0.1001483318743313,0.03081232492997199,-1.1787376356999628,-1.1343162235244453
V21,"(-0.266, -0.193]",16485.0,0.0,0.10021520280128392,0.0,-inf,-4.2704779152065315
V21,"(-0.193, -0.119]",16481.0,5.0,0.10019088610057388,0.014005602240896359,-1.9676198177972188,-1.8723399754976366
V21,"(-0.119, -0.0535]",16477.0,8.0,0.10016656939986382,0.022408963585434174,-1.4973734553747349,-1.4367791784277435
V21,"(-0.0535, 0.0111]",16477.0,8.0,0.10016656939986382,0.022408963585434174,-1.4973734553747349,-1.4367791784277435
V21,"(0.0111, 0.0859]",16481.0,5.0,0.10019088610057388,0.014005602240896359,-1.9676198177972188,-1.8723399754976366
V21,"(0.0859, 0.179]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V21,"(0.179, 0.323]",16473.0,12.0,0.10014225269915378,0.03361344537815126,-1.0916655551561214,-1.0508739128735871
V21,"(0.323, 27.203]",16248.0,238.0,0.0987744382842136,0.6666666666666666,1.9094513214141147,1.9115191855262978
V22,"(-10.933, -0.87]",16431.0,54.0,0.09988692734169828,0.15126050420168066,0.41496472411530394,0.424150949399001
V22,"(-0.87, -0.644]",16462.0,23.0,0.10007538177220114,0.06442577030812324,-0.44041000660057894,-0.41893417389856247
V22,"(-0.644, -0.445]",16454.0,31.0,0.10002674837078106,0.08683473389355742,-0.14143093224086872,-0.12546097818038937
V22,"(-0.445, -0.242]",16463.0,23.0,0.10008146094737866,0.06442577030812324,-0.44047075071601155,-0.4189949161691272
V22,"(-0.242, -0.0647]",16456.0,29.0,0.10003890672113608,0.08123249299719888,-0.20824385034345833,-0.19117980057702041
V22,"(-0.0647, 0.0962]",16462.0,23.0,0.10007538177220114,0.06442577030812324,-0.44041000660057894,-0.41893417389856247
V22,"(0.0962, 0.268]",16447.0,39.0,0.09998419414453846,0.1092436974789916,0.08856902839123823,0.10127765394978393
V22,"(0.268, 0.471]",16459.0,26.0,0.10005714424666862,0.07282913165266107,-0.31762543001972526,-0.29860761310392625
V22,"(0.471, 0.744]",16443.0,42.0,0.09995987744382842,0.11764705882352941,0.1629202355720029,0.17472428560493686
V22,"(0.744, 10.503]",16419.0,67.0,0.09981397723956814,0.1876750700280112,0.6314038905817989,0.6388084170084714
V23,"(-44.808, -0.32]",16375.0,110.0,0.09954649353175761,0.3081232492997199,1.1298750562918243,1.1343796775722343
V23,"(-0.32, -0.207]",16457.0,28.0,0.10004498589631358,0.0784313725490196,-0.2433959364173182,-0.22572674106456642
V23,"(-0.207, -0.138]",16460.0,25.0,0.10006322342184612,0.0700280112044818,-0.35690689835999934,-0.3371346472731749
V23,"(-0.138, -0.0844]",16466.0,20.0,0.1000996984729112,0.056022408963585436,-0.5804149033015196,-0.5557526558519688
