Class,score,Amount
0.0,0.00035509467,143.62
0.0,8.30481e-05,80.14
0.0,0.0004989678,14.05
0.0,0.010375322,10.6
0.0,3.092871e-05,8.9
0.0,0.00033546172,59.18
0.0,4.4621756e-05,67.97
0.0,0.00016639,113.02
0.0,3.042704e-05,4.9
0.0,2.669716e-05,40.07
0.0,4.2127685e-05,8.63
0.0,0.00020355893,102.0
0.0,3.2236236e-05,86.97
0.0,8.4096784e-05,1.0
0.0,7.469699e-05,69.99
0.0,0.00013553629,11.0
0.0,1.8203604e-05,6.49
0.0,1.37943925e-05,8.99
0.0,2.8219245e-05,50.76
0.0,0.00011364446,97.41
0.0,0.00012676531,9.85
0.0,9.11156e-05,9.0
0.0,4.1851352e-05,10.0
0.0,1.4323291e-05,11.99
0.0,4.0600153e-05,164.0
0.0,0.0002030433,264.0
0.0,0.00020662883,1.0
0.0,3.0141935e-05,21.66
0.0,4.6918594e-05,137.52
0.0,0.00022961003,1.0
0.0,8.693395e-05,19.99
0.0,2.2888511e-05,12.83
0.0,2.8219245e-05,40.2
0.0,2.8838933e-05,178.3
0.0,0.00016117869,1.0
0.0,6.801991e-05,15.9
0.0,7.850973e-05,29.97
0.0,4.4723107e-05,11.45
0.0,2.1368924e-05,1.0
0.0,0.001024483,7.65
0.0,2.9741217e-05,8.99
0.0,0.00010405673,1.0
0.0,0.000114772265,0.0
0.0,6.772341e-05,91.87
0.0,2.0043743e-05,11.97
0.0,4.153637e-05,11.38
0.0,8.864681e-06,11.43
0.0,0.00012045525,20.0
0.0,4.1788142e-05,7.99
0.0,0.000836111,1.92
0.0,7.058419e-05,50.11
0.0,8.038794e-05,1.0
0.0,0.00012364604,30.0
0.0,2.8219245e-05,55.36
0.0,0.00029162824,474.0
0.0,1.8374565e-05,69.99
0.0,0.00011324821,25.02
0.0,5.3949156e-05,58.85
0.0,0.0003985095,133.73
0.0,0.00010617575,17.92
0.0,5.715494e-05,10.0
0.0,0.00017443884,26.5
0.0,0.00059116946,1.0
0.0,3.9146555e-05,6.54
0.0,5.8853726e-05,14.45
0.0,0.00011462942,3.45
0.0,0.00033779902,117.11
0.0,0.00017471684,55.86
0.0,0.00021552137,1.0
0.0,4.7031976e-05,10.62
0.0,5.6343626e-05,17.88
0.0,0.00017686129,2.68
0.0,0.00023810542,125.0
0.0,8.763127e-06,7.14
0.0,3.0072191e-05,35.97
0.0,0.00017178043,13.99
0.0,1.7146871e-05,6.2
0.0,7.3179996e-05,9.99
0.0,1.7946906e-05,39.94
0.0,0.0016359634,3.8
0.0,9.604241e-05,0.89
0.0,2.3226827e-05,0.99
0.0,4.844043e-05,13.99
0.0,9.9154815e-05,24.9
0.0,8.103948e-05,59.88
0.0,1.8181294e-05,1.98
0.0,6.7098386e-05,9.99
0.0,4.801735e-05,1.0
0.0,4.5734283e-05,5.0
0.0,0.00024252702,6.01
0.0,0.00024516977,1.0
0.0,0.00014471397,0.99
0.0,1.04119035e-05,3.56
0.0,1.4495831e-05,1.78
0.0,2.7048167e-05,8.93
0.0,0.000102045655,179.1
0.0,0.00023602821,431.0
0.0,3.2427615e-05,1.0
0.0,2.228247e-05,2.98
0.0,9.425567e-05,36.29
0.0,1.8202616e-05,5.0
0.0,0.0005503223,507.72
0.0,8.433433e-05,38.98
0.0,0.00018328302,95.35
0.0,1.7411792e-05,1.0
0.0,0.00014976827,296.0
0.0,5.324105e-05,2.0
0.0,0.00020704279,18.06
0.0,4.171842e-05,17.99
0.0,3.3119908e-05,1.0
0.0,3.1210453e-05,7.69
0.0,0.0022485263,0.89
0.0,5.2893585e-05,38.44
0.0,4.7783567e-05,14.81
0.0,1.3845331e-05,5.0
0.0,1.9901063e-05,16.8
0.0,5.4555658e-05,43.34
0.0,3.6942183e-05,29.97
0.0,0.00025634054,1.55
0.0,6.654833e-05,32.79
0.0,9.618704e-05,5.42
0.0,6.497021e-05,120.0
0.0,6.4400374e-05,153.91
0.0,4.178228e-05,84.68
0.0,3.7212354e-05,83.47
0.0,2.8924263e-05,1.79
0.0,8.0677695e-05,8.96
0.0,2.8294806e-05,63.99
0.0,1.07097585e-05,43.72
0.0,0.00015266669,79.8
0.0,0.00039767762,14.17
0.0,0.00035714306,59.9
0.0,0.00017674059,1.1
0.0,3.3881053e-05,36.37
0.0,0.00017493738,67.46
0.0,4.8939575e-05,134.7
0.0,0.00017739972,124.14
0.0,1.136388e-05,5.0
0.0,1.31239285e-05,29.0
0.0,0.00024095923,229.95
0.0,1.2921129e-05,124.85
0.0,0.00011080595,1.0
0.0,3.3576453e-05,14.95
0.0,6.68017e-05,82.29
0.0,0.00023374792,1.0
0.0,1.7152302e-05,16.83
0.0,3.5178804e-05,69.0
0.0,4.1395437e-05,135.0
0.0,1.8682009e-05,4.92
0.0,0.00017834493,116.03
0.0,3.914293e-05,20.0
0.0,4.0846717e-05,21.97
0.0,0.00018501341,144.14
0.0,7.0467904e-06,17.87
0.0,1.0388457e-05,2.72
0.0,6.424402e-05,10.0
0.0,0.00017699321,120.0
0.0,7.640578e-05,4.0
0.0,1.6523196e-05,93.2
0.0,3.157777e-05,22.19
0.0,0.00010179103,73.9
0.0,4.7103025e-05,1.0
0.0,5.591131e-05,18.95
0.0,2.1869968e-05,26.98
0.0,4.159813e-05,45.9
0.0,0.00011190933,15.16
0.0,2.037305e-05,1.0
0.0,2.4043013e-05,0.77
0.0,0.0003946917,160.0
0.0,4.7439542e-05,291.36
0.0,3.8315684e-05,1.0
0.0,0.00015477533,238.88
0.0,5.1903837e-05,69.03
0.0,0.00011090436,334.96
0.0,2.071911e-05,15.09
0.0,5.1128427e-05,9.99
0.0,5.4711436e-05,73.92
0.0,5.875061e-05,5.49
0.0,0.00012364263,20.0
0.0,7.952613e-05,198.4
0.0,4.485714e-05,14.22
0.0,3.0886058e-05,0.89
0.0,0.0002100184,265.42
0.0,5.8144204e-05,29.56
0.0,0.0007747108,4.39
0.0,0.00071379566,424.49
0.0,0.0002158183,4.91
0.0,7.397113e-05,22.0
0.0,0.00012860427,67.94
0.0,0.000554662,453.9
0.0,0.0007193105,0.89
0.0,6.6891014e-05,52.05
0.0,0.00010970665,49.8
0.0,3.6674814e-05,1.98
0.0,6.0480274e-05,0.99
0.0,0.021847865,1.0
0.0,0.00020735138,1.0
0.0,3.8571103e-05,48.94
0.0,0.00018558744,28.87
0.0,0.0002752799,75.93
0.0,9.672576e-05,20.08
0.0,2.8219245e-05,56.66
0.0,9.934772e-06,1.0
0.0,7.054435e-05,1.0
0.0,7.294603e-05,50.0
0.0,1.4053278e-05,9.48
0.0,0.00014709223,1.0
0.0,4.7715628e-05,25.81
0.0,0.00010388164,79.0
0.0,0.00014508466,16.9
0.0,3.0457264e-05,0.77
0.0,7.882441e-06,5.55
0.0,7.330159e-05,94.8
0.0,0.00017949015,100.2
0.0,0.000100092635,566.15
0.0,2.2702881e-05,1.0
0.0,2.1467375e-05,30.49
0.0,2.966717e-05,13.2
0.0,3.354669e-05,4.5
0.0,2.2291353e-05,1.0
0.0,1.6939804e-05,5.0
0.0,4.957445e-05,64.99
0.0,2.5571462e-05,6.47
0.0,0.000107178144,45.5
0.0,0.00020220384,15.0
0.0,4.28076e-05,1.79
0.0,0.000108534696,55.97
0.0,1.8208832e-05,8.99
0.0,0.0001800625,67.38
0.0,8.495561e-05,24.95
0.0,0.00011802326,29.99
0.0,8.990087e-06,15.99
0.0,9.443831e-05,45.0
0.0,0.00020927362,37.77
0.0,3.681796e-05,2.68
0.0,0.00017460875,1.0
0.0,0.00010214438,24.71
0.0,0.0002304443,1.0
0.0,0.000106111074,18.57
0.0,2.8157578e-05,49.99
0.0,3.0171757e-05,13.54
0.0,0.0004759235,29.9
0.0,3.9386734e-05,4.26
0.0,9.451074e-05,5.0
0.0,8.530061e-05,14.99
0.0,2.3835946e-05,158.0
0.0,2.4655825e-05,14.98
0.0,0.00020193621,1.0
0.0,5.1529852e-05,212.6
0.0,2.9015348e-05,25.17
0.0,9.233938e-05,4.88
0.0,4.1242238e-05,6.23
0.0,1.2564458e-05,0.77
0.0,1.0337166e-05,158.0
0.0,3.0049718e-05,1.79
0.0,2.2094611e-05,11.5
0.0,0.0003812543,3.09
0.0,0.0002227933,29.99
0.0,1.1157238e-05,7.17
0.0,2.8219245e-05,40.56
0.0,3.8315684e-05,1.0
0.0,0.00012492086,17.99
0.0,0.00010405673,1.0
0.0,2.1025502e-05,87.68
0.0,3.6651352e-05,0.46
0.0,0.00045298296,18.46
0.0,2.622113e-05,2.3
0.0,0.00010616462,214.16
0.0,1.906005e-05,4.49
0.0,2.4021105e-05,160.0
0.0,1.6646769e-05,6.0
0.0,0.000101729216,46.8
0.0,0.00023885304,1.0
0.0,0.00019149428,1.83
0.0,0.0001970621,49.98
0.0,6.161011e-05,3.99
0.0,0.00019815982,52.48
0.0,0.00021967693,9.95
0.0,8.0619546e-05,12.99
0.0,9.845374e-05,9.99
0.0,0.00010712153,80.18
0.0,0.0003056061,12.14
0.0,0.000102842016,104.0
0.0,0.00029358297,6.87
0.0,7.532416e-05,18.56
0.0,2.5586587e-05,5.0
0.0,0.0001092019,40.1
0.0,9.863943e-05,6.52
0.0,0.00028047292,67.23
0.0,6.6909066e-05,24.95
0.0,7.8019395e-05,189.0
0.0,4.538272e-05,1.29
0.0,0.00037244573,124.14
0.0,3.1521053e-05,35.69
0.0,3.7000427e-05,10.99
0.0,0.0017037927,1.0
0.0,1.34316915e-05,80.0
0.0,0.00043560335,1.0
0.0,0.00010646378,196.97
0.0,9.406055e-05,237.98
0.0,0.0001014452,100.37
0.0,0.0001799614,9.43
0.0,0.00011002597,99.4
0.0,0.001216457,12.31
0.0,3.071004e-05,54.63
0.0,1.0606835e-05,5.0
0.0,0.00020261957,79.9
0.0,4.562281e-05,0.89
0.0,5.64119e-05,0.05
0.0,0.00023826327,10.0
0.0,3.9705592e-05,240.58
0.0,6.716369e-05,32.15
0.0,6.201542e-05,431.0
0.0,1.1344346e-05,7.69
0.0,3.4676854e-05,14.48
0.0,5.9229384e-05,0.99
0.0,0.00019951044,1.0
0.0,8.895725e-05,177.62
0.0,5.1795698e-05,48.76
0.0,1.78729e-05,1.98
0.0,5.613575e-05,37.73
0.0,3.1030457e-05,84.0
0.0,4.1633448e-05,110.0
0.0,0.0026529005,164.72
0.0,0.00017412528,1.0
0.0,4.2013824e-05,204.52
0.0,0.0002227555,0.0
0.0,2.8040184e-05,59.32
0.0,4.2507265e-05,1.78
0.0,4.7786936e-05,1.0
0.0,3.8315684e-05,1.0
0.0,3.6819296e-05,399.0
0.0,0.00018572411,1.5
0.0,0.00019073732,0.05
0.0,0.001623757,67.46
0.0,0.00010996671,160.0
0.0,9.284974e-05,20.8
0.0,2.3931998e-05,38.99
0.0,2.288683e-05,104.14
0.0,0.00012814657,1.98
0.0,6.117028e-05,1.9
0.0,7.284364e-05,0.9
0.0,0.00071687973,3.28
0.0,0.00017494323,0.0
0.0,0.00013155147,44.91
0.0,6.7012705e-05,83.0
0.0,0.00022475491,155.75
0.0,2.9941419e-05,13.79
0.0,1.7086084e-05,19.99
0.0,4.365487e-05,1.0
0.0,0.00024530772,468.0
0.0,2.376008e-05,0.77
0.0,0.000283352,1.0
0.0,4.555625e-05,7.82
0.0,0.00040232317,643.33
0.0,1.2602186e-05,5.0
0.0,4.7222526e-05,334.96
0.0,2.8219245e-05,44.65
0.0,3.0942603e-05,11.45
0.0,6.918006e-05,1.29
0.0,5.5979275e-05,85.25
0.0,0.00010755674,32.98
0.0,0.00015351409,20.0
0.0,0.00014351938,46.8
0.0,1.0723883e-05,45.95
0.0,0.00012663024,1.0
0.0,3.8703674e-05,1.0
0.0,7.68793e-05,399.07
0.0,3.314648e-05,89.89
0.0,4.644848e-05,11.72
0.0,1.6263464e-05,9.99
0.0,5.5840388e-05,17.99
0.0,0.00024655095,41.1
0.0,6.732753e-05,711.2
0.0,1.4978267e-05,96.51
0.0,0.00012387297,232.2
0.0,5.632106e-05,9.9
0.0,1.9437914e-05,94.86
0.0,2.4202227e-05,5.0
0.0,3.8315684e-05,1.0
0.0,2.8219245e-05,52.76
0.0,0.00034799843,18.67
0.0,4.5381723e-05,30.0
0.0,0.00020256024,69.99
0.0,2.2542692e-05,2.16
0.0,0.0002843441,59.9
0.0,0.00013142446,5.47
0.0,0.00019912141,69.0
0.0,6.311486e-05,62.64
0.0,2.193112e-05,16.6
0.0,5.2151463e-05,97.85
0.0,8.0894555e-05,69.0
0.0,7.846281e-05,41.08
0.0,5.0257135e-05,19.55
0.0,7.4396434e-05,15.93
0.0,0.00011890957,1.0
0.0,3.7219135e-05,1376.13
0.0,1.7479073e-05,15.69
0.0,1.2890397e-05,44.0
0.0,0.0009484934,222.5
0.0,3.4295725e-05,12.99
0.0,0.00014107049,69.99
0.0,4.525376e-05,11.46
0.0,0.00017144367,162.08
0.0,0.0056182006,0.76
0.0,4.0169205e-05,500.0
0.0,5.392565e-05,160.0
0.0,0.00029056586,97.47
0.0,0.000120001496,1.0
0.0,0.00013281175,78.94
0.0,0.00033126125,9.99
0.0,0.00012978284,9.47
0.0,7.903035e-05,29.82
0.0,7.9197234e-05,14.95
0.0,1.8202616e-05,5.0
0.0,0.00018347606,100.0
0.0,0.00039911552,23.57
0.0,0.0011255115,1.59
0.0,4.357517e-05,0.77
0.0,5.513337e-05,3.99
0.0,6.650893e-05,50.0
0.0,9.822456e-06,7.65
0.0,3.0713265e-05,16.38
0.0,2.7345446e-05,1.0
0.0,0.00024944622,1.0
0.0,8.386518e-05,199.0
0.0,0.00014548448,15.0
0.0,0.00018695985,25.0
0.0,1.7617067e-05,16.0
0.0,0.0004200243,29.9
0.0,0.00015900223,2.0
0.0,3.8315684e-05,1.0
0.0,2.1938004e-05,36.85
0.0,3.5053294e-05,8.99
0.0,9.798188e-06,2.78
0.0,0.0001607232,63.61
0.0,1.536996e-05,3.84
0.0,1.1648261e-05,7.14
0.0,9.363734e-05,9.95
0.0,0.00015729011,117.12
0.0,6.442243e-05,69.0
0.0,9.923209e-05,14.41
0.0,0.00026492248,1.0
0.0,7.402561e-05,0.89
0.0,7.78403e-05,13.53
0.0,8.955081e-05,10.0
0.0,3.2011987e-05,26.63
0.0,4.217729e-05,261.8
0.0,3.9460047e-05,4.96
0.0,8.2712446e-05,1.79
0.0,7.5860036e-05,1.44
0.0,4.763688e-05,357.59
0.0,4.793312e-05,1.29
0.0,0.00042394028,15.13
0.0,0.00016576101,1.0
0.0,4.2187265e-05,1.83
0.0,2.0099653e-05,0.89
0.0,7.102712e-05,4.68
0.0,3.9479917e-05,3.58
0.0,5.0449253e-05,29.9
0.0,2.6031648e-05,1.98
0.0,3.0519834e-05,29.48
0.0,0.0001266526,1.0
0.0,0.00015172471,53.11
0.0,6.0209233e-05,20.0
0.0,8.9289286e-05,174.69
0.0,3.4845983e-05,41.32
0.0,5.5903314e-05,8.43
0.0,9.061884e-05,1.0
0.0,9.792434e-06,5.35
0.0,0.00019856723,17.85
0.0,7.671292e-05,79.64
0.0,5.638985e-05,44.2
0.0,3.8946448e-05,20.0
0.0,5.136383e-05,64.69
0.0,1.7397519e-05,50.0
0.0,0.00015259597,10.74
0.0,2.8080109e-05,43.35
0.0,6.5647306e-05,77.26
0.0,3.0029321e-05,15.38
0.0,0.00012984028,1.0
0.0,0.0011690235,479.08
0.0,0.0006995898,18.51
0.0,3.373761e-05,1.98
0.0,5.7699826e-06,9.99
0.0,7.354075e-06,9.99
0.0,7.621076e-05,1480.0
0.0,3.0558393e-05,25.15
0.0,0.0015053062,265.42
0.0,9.987964e-05,21.66
0.0,3.1703654e-05,5.0
0.0,7.015543e-06,0.99
0.0,3.6581863e-05,9.99
0.0,7.699317e-05,8.99
0.0,3.999109e-05,8.79
0.0,1.5165971e-05,22.08
0.0,3.387637e-05,302.1
0.0,0.0010087659,11.03
0.0,0.000115455034,0.76
0.0,0.00028015673,142.83
0.0,0.00087474857,142.13
0.0,3.0451774e-05,1.0
0.0,2.9577199e-05,29.82
0.0,4.8413785e-05,26.43
0.0,6.4706626e-05,19.69
0.0,6.476015e-05,197.63
0.0,9.0882175e-05,37.69
0.0,1.3988161e-05,17.02
0.0,9.8211625e-05,33.41
0.0,0.00012667639,84.13
0.0,0.000107233136,1.0
0.0,3.8315684e-05,1.0
0.0,3.4576668e-05,5.0
0.0,7.25295e-05,1.98
0.0,7.308327e-05,224.97
0.0,3.87732e-05,17.5
0.0,2.1459413e-05,493.44
0.0,1.2129504e-05,9.99
0.0,5.4348006e-05,18.56
0.0,0.0004517163,168.56
0.0,0.00019516397,5.26
0.0,8.2272316e-05,68.02
0.0,8.169395e-05,5.99
0.0,0.0012917921,84.95
0.0,4.3625445e-05,0.89
0.0,0.0003983283,21.05
0.0,2.8822547e-05,1.0
0.0,8.526166e-05,0.0
0.0,2.292145e-05,9.99
0.0,7.153427e-06,20.0
0.0,6.5573295e-05,39.8
0.0,1.6175436e-05,158.0
0.0,8.176347e-05,1.0
0.0,2.3890998e-05,142.42
