Class,score,Amount
0.0,2.4997964e-05,34.0
0.0,1.2353987e-05,0.89
0.0,0.00013693616,299.98
0.0,4.6687666e-05,8.99
0.0,2.0242713e-05,95.81
0.0,8.328142e-05,20.54
0.0,6.149682e-05,225.38
0.0,4.393921e-05,5.94
0.0,0.00013351011,1.79
0.0,5.2824827e-05,1.23
0.0,5.3184212e-05,179.4
0.0,7.911194e-05,125.0
0.0,8.2045975e-05,0.89
0.0,0.00022758216,199.06
0.0,0.00011775482,180.22
0.0,1.5172147e-05,1.98
0.0,9.283406e-05,500.0
0.0,2.1965845e-05,22.4
0.0,4.254575e-05,200.0
0.0,4.412064e-05,1.98
0.0,0.00010265624,1.29
0.0,0.00023987112,30.45
0.0,0.00014841261,0.0
0.0,9.821968e-05,11.96
0.0,3.1080806e-05,38.03
0.0,7.2193805e-05,131.1
0.0,2.3018098e-05,1.29
0.0,6.88902e-05,7.83
0.0,3.5493613e-05,22.81
0.0,6.111541e-05,31.24
0.0,3.8070055e-05,1.79
0.0,2.7578159e-05,1.98
0.0,3.7683425e-05,9.99
0.0,2.2138207e-05,24.99
0.0,5.0446466e-05,2.94
0.0,4.161539e-05,1.29
0.0,6.835941e-05,72.64
0.0,0.00015598087,7.6
0.0,3.2017208e-05,137.4
0.0,0.00018214417,0.0
0.0,1.4263968e-05,16.0
0.0,6.796557e-05,8.07
0.0,4.600417e-05,690.0
0.0,2.6281965e-05,355.77
0.0,3.177554e-05,79.0
0.0,0.00023295697,9.95
0.0,1.4938183e-05,1.98
0.0,3.3137127e-05,41.65
0.0,7.117418e-05,161.22
0.0,4.7757872e-05,1517.49
0.0,8.862855e-05,10.74
0.0,3.703467e-05,59.0
0.0,3.1614047e-05,55.57
0.0,2.8658507e-05,9.0
0.0,2.0140349e-05,19.98
0.0,0.00011479733,104.39
0.0,3.2949254e-05,3.9
0.0,5.6209567e-05,3.6
0.0,3.114917e-05,10.0
0.0,0.00024285652,135.7
0.0,2.2615905e-05,64.05
0.0,2.5762629e-05,43.95
0.0,8.961864e-05,12.31
0.0,0.00023362607,1130.0
0.0,0.000108705186,49.9
0.0,5.4505996e-05,17.12
0.0,5.9699472e-05,45.0
0.0,0.00021221329,7.99
0.0,1.4274473e-05,6.94
0.0,4.3814853e-05,265.84
0.0,0.0011685787,383.9
0.0,0.00011525,22.82
0.0,0.00011642926,399.0
0.0,0.00022249503,153.5
0.0,1.9806112e-05,3.59
0.0,1.5301383e-05,84.26
0.0,2.1321921e-05,75.0
0.0,0.00014462182,299.0
0.0,8.184156e-05,89.0
0.0,2.1252636e-05,163.8
0.0,7.133107e-05,2.92
0.0,4.570163e-05,45.9
0.0,2.9599403e-05,49.94
0.0,2.3117575e-05,27.31
0.0,0.00030830986,1.52
0.0,0.00041579828,169.0
0.0,0.00043928437,10.0
0.0,1.7335875e-05,10.0
0.0,4.4469085e-05,20.62
0.0,5.2317835e-05,15.95
0.0,6.444976e-05,8.97
0.0,9.815789e-05,7.23
0.0,1.627085e-05,15.0
0.0,4.4273722e-05,15.0
0.0,9.579645e-05,29.0
0.0,0.00010033173,116.26
0.0,1.3417787e-05,1.0
0.0,2.7155038e-05,0.89
0.0,3.1678297e-05,29.0
0.0,0.00016133199,1.0
0.0,1.02670965e-05,1.98
0.0,0.00046666476,263.32
0.0,0.00010579303,16.88
0.0,3.2000356e-05,4.49
0.0,0.00013019858,308.51
0.0,0.00019045018,336.7
0.0,1.4712145e-05,25.9
0.0,0.00017597748,394.2
0.0,0.0001050885,11.85
0.0,0.00023021855,28.5
0.0,3.155131e-05,100.0
0.0,6.2506195e-05,350.16
0.0,6.947532e-05,650.0
0.0,2.7256274e-05,7.99
0.0,2.7205064e-05,106.0
0.0,4.997078e-05,0.99
0.0,0.00040798422,0.76
0.0,0.00020120933,19.41
0.0,5.239997e-05,52.97
0.0,0.00019323382,2.68
0.0,0.00028172528,1.0
0.0,6.590768e-05,65.27
0.0,4.9358212e-05,1.0
0.0,9.583154e-05,15.99
0.0,0.00027965746,593.56
0.0,6.0364917e-05,3.84
0.0,9.573983e-05,3.69
0.0,4.6142133e-05,190.0
0.0,9.396687e-05,34.13
0.0,6.9519054e-05,15.68
0.0,5.869959e-05,29.99
0.0,4.8425838e-05,40.15
0.0,8.7828696e-05,1.29
0.0,2.1127507e-05,135.0
0.0,5.132422e-05,40.97
0.0,5.0621296e-05,12.82
0.0,2.6019265e-05,15.95
0.0,0.0037073921,10.64
0.0,3.8264163e-05,15.0
0.0,6.079026e-05,64.6
0.0,9.111257e-05,101.0
0.0,0.00025444006,100.0
0.0,0.00010950504,108.9
0.0,2.2031154e-05,39.0
0.0,5.139313e-05,17.33
0.0,1.571589e-05,1.0
0.0,4.2927746e-05,261.31
0.0,0.00016632178,28.75
0.0,8.7739145e-06,5.36
0.0,0.001489577,33.49
0.0,4.9198625e-05,777.1
0.0,2.9460934e-05,9.99
0.0,0.000111589754,67.23
0.0,3.0932337e-05,159.0
0.0,7.384216e-05,1.0
0.0,2.8566117e-05,215.41
0.0,2.9398629e-05,19.95
0.0,1.8236062e-05,1.98
0.0,1.4586454e-05,31.62
0.0,0.00045522477,235.8
0.0,0.00025254115,135.0
0.0,1.2618264e-05,55.15
0.0,0.00014704202,5.0
0.0,0.00014793577,21.99
0.0,7.9679994e-05,77.73
0.0,7.039483e-05,1.0
0.0,8.554784e-05,10.0
0.0,0.00023210187,123.2
0.0,2.1780053e-05,74.99
0.0,9.613037e-05,77.7
0.0,1.2482325e-05,10.0
0.0,0.0016531022,11.9
0.0,2.8307571e-05,6.0
0.0,4.1963973e-05,273.63
0.0,1.6396709e-05,2.65
0.0,2.1863378e-05,82.0
0.0,3.7150196e-05,99.0
0.0,0.0006223231,669.0
0.0,8.0073725e-05,1.0
0.0,8.016571e-05,7.99
0.0,1.9737741e-05,9.99
0.0,0.00016335424,112.0
0.0,5.386696e-05,80.13
0.0,1.1627418e-05,0.99
0.0,0.00014581585,1.0
0.0,0.000116000396,1.98
0.0,8.689309e-05,49.99
0.0,0.00025080054,744.0
0.0,0.0034942348,3.79
0.0,0.00017348061,0.99
0.0,3.2932105e-05,59.78
0.0,5.4568194e-05,15.0
0.0,0.00044172828,1.0
0.0,6.0114224e-05,3.99
0.0,7.873285e-05,96.49
0.0,0.00022980537,287.38
0.0,2.6019663e-05,0.1
0.0,4.0594616e-05,24.65
0.0,3.786783e-05,2.58
0.0,2.7951357e-05,15.95
0.0,3.9395523e-05,1.0
0.0,2.6730277e-05,0.89
0.0,8.0502396e-05,9.99
0.0,0.00063401303,0.01
0.0,2.1504502e-05,2.09
0.0,1.9884274e-05,25.83
0.0,5.4777738e-05,17.95
0.0,1.9759815e-05,58.0
0.0,4.9077396e-05,4.0
0.0,5.4365264e-05,1.0
0.0,0.00034687988,122.71
0.0,8.184787e-05,159.0
0.0,1.1821598e-05,3.78
0.0,0.00029672447,134.0
0.0,0.00017198184,393.67
0.0,0.00017077895,1.0
0.0,0.000120928955,224.35
0.0,4.679455e-05,3.87
0.0,1.7812e-05,13.6
0.0,5.3525975e-05,9.84
0.0,0.0021464915,1.0
0.0,0.00045402,184.36
0.0,1.3474555e-05,0.77
0.0,3.6588666e-05,1.98
0.0,5.2562726e-05,25.0
0.0,3.1403288e-05,66.0
0.0,3.0866035e-05,67.45
0.0,6.198455e-05,8.98
0.0,7.7660276e-05,36.29
0.0,0.00032747968,1481.74
0.0,0.00021369164,0.89
0.0,2.103567e-05,41.8
0.0,2.422562e-05,29.99
0.0,5.621937e-05,23.15
0.0,0.00087273255,23.43
0.0,9.1776674e-05,4.01
0.0,0.00036353187,967.34
0.0,4.756897e-05,67.12
0.0,2.8683718e-05,1.98
0.0,3.8978178e-05,10.0
0.0,9.9490564e-05,1.0
0.0,0.00020712335,219.63
0.0,7.9515215e-05,3.99
0.0,2.8081125e-05,2.92
0.0,0.000102027465,11.85
0.0,3.248175e-05,14.73
0.0,0.00016730493,6.95
0.0,5.7479774e-05,21.4
0.0,5.9474456e-05,44.0
0.0,4.3578708e-05,11.27
0.0,0.00047726574,1.55
0.0,3.2623087e-05,93.0
0.0,7.424583e-05,55.73
0.0,7.82638e-05,136.0
0.0,0.00011149775,226.75
0.0,2.048738e-05,2.18
0.0,0.000503426,34.99
0.0,0.000117776486,1.15
0.0,5.6130928e-05,53.41
0.0,3.172325e-05,28.66
0.0,0.00011626395,0.0
0.0,0.00024873565,664.32
0.0,0.0002003408,0.89
0.0,0.00034673655,29.56
0.0,1.3004647e-05,1.15
0.0,0.00020261087,69.9
0.0,0.00011007487,221.03
0.0,9.758937e-06,2.74
0.0,0.0001280171,4.6
0.0,5.7017096e-05,32.0
0.0,3.962521e-05,19.97
0.0,1.509865e-05,37.76
0.0,0.0003027603,59.5
0.0,2.6534788e-05,19.99
0.0,0.000111795314,1008.97
0.0,9.528753e-05,1.0
0.0,7.9742254e-05,319.8
0.0,0.00037493018,74.99
0.0,0.00058345805,45.0
0.0,2.47451e-05,44.99
0.0,0.00013085624,107.69
0.0,8.582484e-05,2183.88
0.0,2.7279419e-05,18.0
0.0,2.3431574e-05,47.9
0.0,8.274779e-05,29.5
0.0,2.4990028e-05,1.98
0.0,7.236971e-05,68.0
0.0,9.621511e-05,45.0
0.0,3.3743756e-05,1.0
0.0,4.4638567e-05,39.27
0.0,8.647218e-05,16.99
0.0,3.6908943e-05,120.0
0.0,6.235384e-05,1.18
0.0,8.7098735e-05,1.79
0.0,6.592076e-05,79.95
0.0,8.537588e-05,11.7
0.0,8.1498416e-05,3.35
0.0,2.981363e-05,23.21
0.0,0.00023554669,6.25
0.0,9.365002e-05,634.14
0.0,0.00010788689,2.49
0.0,8.027235e-05,2219.5
0.0,2.2951155e-05,4.49
0.0,8.665569e-05,85.45
0.0,7.241258e-05,200.0
0.0,7.628754e-05,10.0
0.0,6.5420456e-05,68.01
0.0,0.0012637327,26.97
0.0,1.5588223e-05,65.0
0.0,5.909274e-05,64.0
0.0,2.4520363e-05,229.99
0.0,2.3570212e-05,39.0
0.0,2.3139808e-05,0.89
0.0,0.0002034454,5.99
0.0,2.0384052e-05,1.98
0.0,0.00014818086,324.41
0.0,2.4902765e-05,4.89
0.0,7.08953e-05,37.27
0.0,0.00035112866,186.0
0.0,7.268446e-05,10.65
0.0,1.0516095e-05,44.76
0.0,3.2147575e-05,55.48
0.0,0.0007708557,123.93
0.0,0.000118634256,281.72
0.0,7.8644836e-05,200.0
0.0,0.000946547,435.0
0.0,2.571413e-05,45.0
0.0,3.9098537e-05,142.83
0.0,9.840046e-06,19.95
0.0,4.605026e-05,6.5
0.0,1.1438237e-05,3.99
0.0,3.191037e-05,1.79
0.0,0.00057360297,4.32
0.0,0.00017415515,10.98
0.0,0.00041776572,37.16
0.0,3.7133515e-05,105.81
0.0,0.00030659247,0.76
0.0,0.00044626452,1.0
0.0,2.6213205e-05,24.0
0.0,0.00015891812,1.0
0.0,8.600434e-05,1.98
0.0,0.00010472048,16.26
0.0,4.960803e-05,8.99
0.0,0.0001321212,83.42
0.0,0.00013686372,1.0
0.0,5.0116905e-05,73.93
0.0,1.8434734e-05,95.4
0.0,0.00037837974,38.03
0.0,3.194112e-05,59.0
0.0,1.3178498e-05,3.58
